Mod:Item:MetaData, Localized Name
gregtech:machine:2981, High Voltage Transformer 8 Amps
gregtech:machine:2982, High Voltage Transformer 12 Amps
gregtech:machine:2983, High Voltage Transformer 16 Amps
gregtech:machine:2984, Extreme Voltage Transformer 4 Amps
gregtech:machine:2985, Extreme Voltage Transformer 8 Amps
gregtech:machine:2986, Extreme Voltage Transformer 12 Amps
gregtech:machine:2987, Extreme Voltage Transformer 16 Amps
gregtech:machine:2988, Insane Voltage Transformer 4 Amps
gregtech:machine:2989, Insane Voltage Transformer 8 Amps
gregtech:machine:2990, Insane Voltage Transformer 12 Amps
gregtech:machine:2991, Insane Voltage Transformer 16 Amps
gregtech:machine:2992, Ludicrous Voltage Transformer 4 Amps
gregtech:machine:2993, Ludicrous Voltage Transformer 8 Amps
gregtech:machine:2994, Ludicrous Voltage Transformer 12 Amps
gregtech:machine:2995, Ludicrous Voltage Transformer 16 Amps
gregtech:machine:2996, ZPM Voltage Transformer 4 Amps
gregtech:machine:2997, ZPM Voltage Transformer 8 Amps
gregtech:machine:2998, ZPM Voltage Transformer 12 Amps
gregtech:machine:2999, ZPM Voltage Transformer 16 Amps
gregtech:machine:3000, Ultimate Voltage Transformer 4 Amps
gregtech:machine:3001, Ultimate Voltage Transformer 8 Amps
gregtech:machine:3002, Ultimate Voltage Transformer 12 Amps
gregtech:machine:3003, Ultimate Voltage Transformer 16 Amps
gregtech:machine:3004, Energy Input Hatch 4 Amps (ULV)
gregtech:machine:3005, Energy Input Hatch 16 Amps (ULV)
gregtech:machine:3006, Energy Input Hatch 64 Amps (ULV)
gregtech:machine:3007, Energy Input Hatch 128 Amps (ULV)
gregtech:machine:3008, Energy Output Hatch 16 Amps (ULV)
gregtech:machine:3009, Energy Output Hatch 32 Amps (ULV)
gregtech:machine:3010, Energy Output Hatch 64 Amps (ULV)
gregtech:machine:3011, Energy Output Hatch 128 Amps (ULV)
gregtech:machine:3012, Energy Input Hatch 4 Amps (LV)
gregtech:machine:3013, Energy Input Hatch 16 Amps (LV)
gregtech:machine:3014, Energy Input Hatch 64 Amps (LV)
gregtech:machine:3015, Energy Input Hatch 128 Amps (LV)
gregtech:machine:3016, Energy Output Hatch 16 Amps (LV)
gregtech:machine:3017, Energy Output Hatch 32 Amps (LV)
gregtech:machine:3018, Energy Output Hatch 64 Amps (LV)
gregtech:machine:3019, Energy Output Hatch 128 Amps (LV)
gregtech:machine:3020, Energy Input Hatch 4 Amps (MV)
gregtech:machine:3021, Energy Input Hatch 16 Amps (MV)
gregtech:machine:3022, Energy Input Hatch 64 Amps (MV)
gregtech:machine:3023, Energy Input Hatch 128 Amps (MV)
gregtech:machine:3024, Energy Output Hatch 16 Amps (MV)
gregtech:machine:3025, Energy Output Hatch 32 Amps (MV)
gregtech:machine:3026, Energy Output Hatch 64 Amps (MV)
gregtech:machine:3027, Energy Output Hatch 128 Amps (MV)
gregtech:machine:3028, Energy Input Hatch 4 Amps (HV)
gregtech:machine:3029, Energy Input Hatch 16 Amps (HV)
gregtech:machine:3030, Energy Input Hatch 64 Amps (HV)
gregtech:machine:3031, Energy Input Hatch 128 Amps (HV)
gregtech:machine:3032, Energy Output Hatch 16 Amps (HV)
gregtech:machine:3033, Energy Output Hatch 32 Amps (HV)
gregtech:machine:3034, Energy Output Hatch 64 Amps (HV)
gregtech:machine:3035, Energy Output Hatch 128 Amps (HV)
gregtech:machine:3036, Energy Input Hatch 4 Amps (EV)
gregtech:machine:3037, Energy Input Hatch 16 Amps (EV)
gregtech:machine:3038, Energy Input Hatch 64 Amps (EV)
gregtech:machine:3039, Energy Input Hatch 128 Amps (EV)
gregtech:machine:3040, Energy Output Hatch 16 Amps (EV)
gregtech:machine:3041, Energy Output Hatch 32 Amps (EV)
gregtech:machine:3042, Energy Output Hatch 64 Amps (EV)
gregtech:machine:3043, Energy Output Hatch 128 Amps (EV)
gregtech:machine:3044, Energy Input Hatch 4 Amps (IV)
gregtech:machine:3045, Energy Input Hatch 16 Amps (IV)
gregtech:machine:3046, Energy Input Hatch 64 Amps (IV)
gregtech:machine:3047, Energy Input Hatch 128 Amps (IV)
gregtech:machine:3048, Energy Output Hatch 16 Amps (IV)
gregtech:machine:3049, Energy Output Hatch 32 Amps (IV)
gregtech:machine:3050, Energy Output Hatch 64 Amps (IV)
gregtech:machine:3051, Energy Output Hatch 128 Amps (IV)
gregtech:machine:3052, Energy Input Hatch 4 Amps (LuV)
gregtech:machine:3053, Energy Input Hatch 16 Amps (LuV)
gregtech:machine:3054, Energy Input Hatch 64 Amps (LuV)
gregtech:machine:3055, Energy Input Hatch 128 Amps (LuV)
gregtech:machine:3056, Energy Output Hatch 16 Amps (LuV)
gregtech:machine:3057, Energy Output Hatch 32 Amps (LuV)
gregtech:machine:3058, Energy Output Hatch 64 Amps (LuV)
gregtech:machine:3059, Energy Output Hatch 128 Amps (LuV)
gregtech:machine:3060, Energy Input Hatch 4 Amps (ZPM)
gregtech:machine:3061, Energy Input Hatch 16 Amps (ZPM)
gregtech:machine:3062, Energy Input Hatch 64 Amps (ZPM)
gregtech:machine:3063, Energy Input Hatch 128 Amps (ZPM)
gregtech:machine:3064, Energy Output Hatch 16 Amps (ZPM)
gregtech:machine:3065, Energy Output Hatch 32 Amps (ZPM)
gregtech:machine:3066, Energy Output Hatch 64 Amps (ZPM)
gregtech:machine:3067, Energy Output Hatch 128 Amps (ZPM)
gregtech:machine:3068, Energy Input Hatch 4 Amps (UV)
gregtech:machine:3069, Energy Input Hatch 16 Amps (UV)
gregtech:machine:3070, Energy Input Hatch 64 Amps (UV)
gregtech:machine:3071, Energy Input Hatch 128 Amps (UV)
gregtech:machine:3072, Energy Output Hatch 16 Amps (UV)
gregtech:machine:3073, Energy Output Hatch 32 Amps (UV)
gregtech:machine:3074, Energy Output Hatch 64 Amps (UV)
gregtech:machine:3075, Energy Output Hatch 128 Amps (UV)
gregtech:machine:3201, Basic Decay Chamber
gregtech:machine:3202, Advanced Decay Chamber
gregtech:machine:3203, Advanced Decay Chamber II
gregtech:machine:3204, Elite Decay Chamber
gregtech:machine:3205, Elite Decay Chamber II
gregtech:machine:3206, Elite Decay Chamber III
gregtech:machine:3207, Elite Decay Chamber IV
gregtech:machine:3208, Hot Coolant Rotor Holder (HV)
gregtech:machine:3209, Hot Coolant Rotor Holder (LuV)
gregtech:machine:3210, Hot Coolant Rotor Holder (UHV)
gregtech:machine:3211, Basic Green House
gregtech:machine:3212, Advanced Green House
gregtech:machine:3213, Advanced Green House II
gregtech:machine:3214, Advanced Green House III
gregtech:machine:3215, Elite Green House
gregtech:machine:3216, Elite Green House II
gregtech:machine:3217, Elite Green House III
gregtech:machine:3218, Elite Green House IV
gregtech:machine:3220, Filtered Output Hatch (ULV)
gregtech:machine:3221, Filtered Output Hatch (LV)
gregtech:machine:3222, Filtered Output Hatch (MV)
gregtech:machine:3223, Filtered Output Hatch (HV)
gregtech:machine:3224, Filtered Output Hatch (EV)
gregtech:machine:3225, Filtered Output Hatch (IV)
gregtech:machine:3226, Filtered Output Hatch (LuV)
gregtech:machine:3227, Filtered Output Hatch (ZPM)
gregtech:machine:3228, Filtered Output Hatch (UV)
gregtech:machine:3229, Filtered Output Hatch (MAX)
gregtech:machine:3230, Basic Buffer
gregtech:machine:3231, Advanced Buffer
gregtech:machine:3232, Advanced Buffer II
gregtech:machine:3233, Pyrolyse Oven
gregtech:machine:3234, Hyper Reactor I
gregtech:machine:3235, Hyper Reactor II
gregtech:machine:3236, Hyper Reactor III
gregtech:machine:3237, Advanced Fusion Reactor Computer
gregtech:machine:3239, UHV Machine Hull
gregtech:machine:3240, UEV Machine Hull
gregtech:machine:3241, UIV Machine Hull
gregtech:machine:3242, UMV Machine Hull
gregtech:machine:3243, UXV Machine Hull
gregtech:machine:3244, High-Tech Cluster Mill
gregtech:machine:3245, High-Tech Cluster Mill II
gregtech:machine:3246, High-Tech Cluster Mill III
gregtech:machine:3247, High-Tech Cluster Mill IV
gregtech:machine:3248, Ultimate Cluster Mill
gregtech:machine:3249, High-Tech Electric Furnace
gregtech:machine:3250, High-Tech Electric Furnace II
gregtech:machine:3251, High-Tech Electric Furnace III
gregtech:machine:3252, High-Tech Electric Furnace IV
gregtech:machine:3253, Ultimate Electric Furnace
gregtech:machine:3254, High-Tech Macerator
gregtech:machine:3255, High-Tech Macerator II
gregtech:machine:3256, High-Tech Macerator III
gregtech:machine:3257, High-Tech Macerator IV
gregtech:machine:3258, Ultimate Macerator
gregtech:machine:3259, High-Tech Alloy Smelter
gregtech:machine:3260, High-Tech Alloy Smelter II
gregtech:machine:3261, High-Tech Alloy Smelter III
gregtech:machine:3262, High-Tech Alloy Smelter IV
gregtech:machine:3263, Ultimate Alloy Smelter
gregtech:machine:3264, High-Tech Arc Furnace
gregtech:machine:3265, High-Tech Arc Furnace II
gregtech:machine:3266, High-Tech Arc Furnace III
gregtech:machine:3267, High-Tech Arc Furnace IV
gregtech:machine:3268, Ultimate Arc Furnace
gregtech:machine:3269, High-Tech Assembler
gregtech:machine:3270, High-Tech Assembler II
gregtech:machine:3271, High-Tech Assembler III
gregtech:machine:3272, High-Tech Assembler IV
gregtech:machine:3273, Ultimate Assembler
gregtech:machine:3274, High-Tech Autoclave
gregtech:machine:3275, High-Tech Autoclave II
gregtech:machine:3276, High-Tech Autoclave III
gregtech:machine:3277, High-Tech Autoclave IV
gregtech:machine:3278, Ultimate Autoclave
gregtech:machine:3279, High-Tech Bender
gregtech:machine:3280, High-Tech Bender II
gregtech:machine:3281, High-Tech Bender III
gregtech:machine:3282, High-Tech Bender IV
gregtech:machine:3283, Ultimate Bender
gregtech:machine:3284, High-Tech Brewery
gregtech:machine:3285, High-Tech Brewery II
gregtech:machine:3286, High-Tech Brewery III
gregtech:machine:3287, High-Tech Brewery IV
gregtech:machine:3288, Ultimate Brewery
gregtech:machine:3289, High-Tech Canner
gregtech:machine:3290, High-Tech Canner II
gregtech:machine:3291, High-Tech Canner III
gregtech:machine:3292, High-Tech Canner IV
gregtech:machine:3293, Ultimate Canner
gregtech:machine:3294, High-Tech Centrifuge
gregtech:machine:3295, High-Tech Centrifuge II
gregtech:machine:3296, High-Tech Centrifuge III
gregtech:machine:3297, High-Tech Centrifuge IV
gregtech:machine:3298, Ultimate Centrifuge
gregtech:machine:3299, High-Tech Chemical Bath
gregtech:machine:3300, High-Tech Chemical Bath II
gregtech:machine:3301, High-Tech Chemical Bath III
gregtech:machine:3302, High-Tech Chemical Bath IV
gregtech:machine:3303, Ultimate Chemical Bath
gregtech:machine:3304, High-Tech Chemical Reactor
gregtech:machine:3305, High-Tech Chemical Reactor II
gregtech:machine:3306, High-Tech Chemical Reactor III
gregtech:machine:3307, High-Tech Chemical Reactor IV
gregtech:machine:3308, Ultimate Chemical Reactor
gregtech:machine:3309, High-Tech Compressor
gregtech:machine:3310, High-Tech Compressor II
gregtech:machine:3311, High-Tech Compressor III
gregtech:machine:3312, High-Tech Compressor IV
gregtech:machine:3313, Ultimate Compressor
gregtech:machine:3314, High-Tech Cutter
gregtech:machine:3315, High-Tech Cutter II
gregtech:machine:3316, High-Tech Cutter III
gregtech:machine:3317, High-Tech Cutter IV
gregtech:machine:3318, Ultimate Cutter
gregtech:machine:3319, High-Tech Distillery
gregtech:machine:3320, High-Tech Distillery II
gregtech:machine:3321, High-Tech Distillery III
gregtech:machine:3322, High-Tech Distillery IV
gregtech:machine:3323, Ultimate Distillery
gregtech:machine:3324, High-Tech Electrolyzer
gregtech:machine:3325, High-Tech Electrolyzer II
gregtech:machine:3326, High-Tech Electrolyzer III
gregtech:machine:3327, High-Tech Electrolyzer IV
gregtech:machine:3328, Ultimate Electrolyzer
gregtech:machine:3329, High-Tech Electromagnetic Separator
gregtech:machine:3330, High-Tech Electromagnetic Separator II
gregtech:machine:3331, High-Tech Electromagnetic Separator III
gregtech:machine:3332, High-Tech Electromagnetic Separator IV
gregtech:machine:3333, Ultimate Electromagnetic Separator
gregtech:machine:3334, High-Tech Extractor
gregtech:machine:3335, High-Tech Extractor II
gregtech:machine:3336, High-Tech Extractor III
gregtech:machine:3337, High-Tech Extractor IV
gregtech:machine:3338, Ultimate Extractor
gregtech:machine:3339, High-Tech Extruder
gregtech:machine:3340, High-Tech Extruder II
gregtech:machine:3341, High-Tech Extruder III
gregtech:machine:3342, High-Tech Extruder IV
gregtech:machine:3343, Ultimate Extruder
gregtech:machine:3344, High-Tech Fermenter
gregtech:machine:3345, High-Tech Fermenter II
gregtech:machine:3346, High-Tech Fermenter III
gregtech:machine:3347, High-Tech Fermenter IV
gregtech:machine:3348, Ultimate Fermenter
gregtech:machine:3349, High-Tech Fluid Canner
gregtech:machine:3350, High-Tech Fluid Canner II
gregtech:machine:3351, High-Tech Fluid Canner III
gregtech:machine:3352, High-Tech Fluid Canner IV
gregtech:machine:3353, Ultimate Fluid Canner
gregtech:machine:3354, High-Tech Fluid Extractor
gregtech:machine:3355, High-Tech Fluid Extractor II
gregtech:machine:3356, High-Tech Fluid Extractor III
gregtech:machine:3357, High-Tech Fluid Extractor IV
gregtech:machine:3358, Ultimate Fluid Extractor
gregtech:machine:3359, High-Tech Fluid Heater
gregtech:machine:3360, High-Tech Fluid Heater II
gregtech:machine:3361, High-Tech Fluid Heater III
gregtech:machine:3362, High-Tech Fluid Heater IV
gregtech:machine:3363, Ultimate Fluid Heater
gregtech:machine:3364, High-Tech Fluid Solidifier
gregtech:machine:3365, High-Tech Fluid Solidifier II
gregtech:machine:3366, High-Tech Fluid Solidifier III
gregtech:machine:3367, High-Tech Fluid Solidifier IV
gregtech:machine:3368, Ultimate Fluid Solidifier
gregtech:machine:3369, High-Tech Forge Hammer
gregtech:machine:3370, High-Tech Forge Hammer II
gregtech:machine:3371, High-Tech Forge Hammer III
gregtech:machine:3372, High-Tech Forge Hammer IV
gregtech:machine:3373, Ultimate Forge Hammer
gregtech:machine:3374, High-Tech Forming Press
gregtech:machine:3375, High-Tech Forming Press II
gregtech:machine:3376, High-Tech Forming Press III
gregtech:machine:3377, High-Tech Forming Press IV
gregtech:machine:3378, Ultimate Forming Press
gregtech:machine:3379, High-Tech Lathe
gregtech:machine:3380, High-Tech Lathe II
gregtech:machine:3381, High-Tech Lathe III
gregtech:machine:3382, High-Tech Lathe IV
gregtech:machine:3383, Ultimate Lathe
gregtech:machine:3384, High-Tech Microwave
gregtech:machine:3385, High-Tech Microwave II
gregtech:machine:3386, High-Tech Microwave III
gregtech:machine:3387, High-Tech Microwave IV
gregtech:machine:3388, Ultimate Microwave
gregtech:machine:3389, High-Tech Mixer
gregtech:machine:3390, High-Tech Mixer II
gregtech:machine:3391, High-Tech Mixer III
gregtech:machine:3392, High-Tech Mixer IV
gregtech:machine:3393, Ultimate Mixer
gregtech:machine:3394, High-Tech Ore Washing Plant
gregtech:machine:3395, High-Tech Ore Washing Plant II
gregtech:machine:3396, High-Tech Ore Washing Plant III
gregtech:machine:3397, High-Tech Ore Washing Plant IV
gregtech:machine:3398, Ultimate Ore Washing Plant
gregtech:machine:3399, High-Tech Packer
gregtech:machine:3400, High-Tech Packer II
gregtech:machine:3401, High-Tech Packer III
gregtech:machine:3402, High-Tech Packer IV
gregtech:machine:3403, Ultimate Packer
gregtech:machine:3404, High-Tech Unpacker
gregtech:machine:3405, High-Tech Unpacker II
gregtech:machine:3406, High-Tech Unpacker III
gregtech:machine:3407, High-Tech Unpacker IV
gregtech:machine:3408, Ultimate Unpacker
gregtech:machine:3409, High-Tech Plasma Arc Furnace
gregtech:machine:3410, High-Tech Plasma Arc Furnace II
gregtech:machine:3411, High-Tech Plasma Arc Furnace III
gregtech:machine:3412, High-Tech Plasma Arc Furnace IV
gregtech:machine:3413, Ultimate Plasma Arc Furnace
gregtech:machine:3414, High-Tech Polarizer
gregtech:machine:3415, High-Tech Polarizer II
gregtech:machine:3416, High-Tech Polarizer III
gregtech:machine:3417, High-Tech Polarizer IV
gregtech:machine:3418, Ultimate Polarizer
gregtech:machine:3419, High-Tech Laser Engraver
gregtech:machine:3420, High-Tech Laser Engraver II
gregtech:machine:3421, High-Tech Laser Engraver III
gregtech:machine:3422, High-Tech Laser Engraver IV
gregtech:machine:3423, Ultimate Laser Engraver
gregtech:machine:3424, High-Tech Sifter
gregtech:machine:3425, High-Tech Sifter II
gregtech:machine:3426, High-Tech Sifter III
gregtech:machine:3427, High-Tech Sifter IV
gregtech:machine:3428, Ultimate Sifter
gregtech:machine:3429, High-Tech Thermal Centrifuge
gregtech:machine:3430, High-Tech Thermal Centrifuge II
gregtech:machine:3431, High-Tech Thermal Centrifuge III
gregtech:machine:3432, High-Tech Thermal Centrifuge IV
gregtech:machine:3433, Ultimate Thermal Centrifuge
gregtech:machine:3434, High-Tech Wiremill
gregtech:machine:3435, High-Tech Wiremill II
gregtech:machine:3436, High-Tech Wiremill III
gregtech:machine:3437, High-Tech Wiremill IV
gregtech:machine:3438, Ultimate Wiremill
gregtech:machine:3439, High-Tech Dehydrator
gregtech:machine:3440, High-Tech Dehydrator II
gregtech:machine:3441, High-Tech Dehydrator III
gregtech:machine:3442, High-Tech Dehydrator IV
gregtech:machine:3443, Ultimate Dehydrator
gregtech:machine:3444, High-Tech Replicator
gregtech:machine:3445, High-Tech Replicator II
gregtech:machine:3446, High-Tech Replicator III
gregtech:machine:3447, High-Tech Replicator IV
gregtech:machine:3448, Ultimate Replicator
gregtech:machine:3449, High-Tech Mass Fab
gregtech:machine:3450, High-Tech Mass Fab II
gregtech:machine:3451, High-Tech Mass Fab III
gregtech:machine:3452, High-Tech Mass Fab IV
gregtech:machine:3453, Ultimate Mass Fab
gregtech:machine:3454, High-Tech Decay Chamber
gregtech:machine:3455, High-Tech Decay Chamber II
gregtech:machine:3456, High-Tech Decay Chamber III
gregtech:machine:3457, High-Tech Decay Chamber IV
gregtech:machine:3458, Ultimate Decay Chamber
gregtech:machine:3459, High-Tech Green House
gregtech:machine:3460, High-Tech Green House II
gregtech:machine:3461, High-Tech Green House III
gregtech:machine:3462, High-Tech Green House IV
gregtech:machine:3463, Ultimate Green House
gregtech:machine:4000, Basic Electric Rock Breaker
gregtech:machine:4001, Advanced Electric Rock Breaker
gregtech:machine:4002, Advanced Electric Rock Breaker II
gregtech:machine:4003, Advanced Electric Rock Breaker III
gregtech:machine:4004, Elite Electric Rock Breaker
gregtech:machine:4005, Elite Electric Rock Breaker II
gregtech:machine:4006, Elite Electric Rock Breaker III
gregtech:machine:4007, Elite Electric Rock Breaker IV
gregtech:machine:4016, Qubit Input Hatch
gregtech:machine:4017, Qubit Output Hatch
gregtech:machine:4018, Void Miner MK II
gregtech:machine:4019, Void Miner MK III
gregtech:machine:4020, Gas Centrifuge
gregtech:machine:4021, Stellar Forge
gregtech:machine:4022, Quantum Computer
gregtech:machine:4023, Drilling Rig
gregtech:machine:4024, Solar Fluid Sampler
gregtech:machine:4025, Energy Input Hatch 2 Amps (UHV)
gregtech:machine:4026, Energy Input Hatch 2 Amps (UEV)
gregtech:machine:4027, Energy Input Hatch 2 Amps (UIV)
gregtech:machine:4028, Energy Input Hatch 2 Amps (UMV)
gregtech:machine:4029, Energy Input Hatch 2 Amps (UXV)
gregtech:machine:4030, Energy Output Hatch 4 Amps (UHV)
gregtech:machine:4031, Energy Output Hatch 4 Amps (UEV)
gregtech:machine:4032, Energy Output Hatch 4 Amps (UIV)
gregtech:machine:4033, Energy Output Hatch 4 Amps (UMV)
gregtech:machine:4034, Energy Output Hatch 4 Amps (UXV)
gregtech:machine:4035, Energy Input Hatch 4 Amps (UHV)
gregtech:machine:4036, Energy Input Hatch 16 Amps (UHV)
gregtech:machine:4037, Energy Input Hatch 64 Amps (UHV)
gregtech:machine:4038, Energy Input Hatch 128 Amps (UHV)
gregtech:machine:4039, Energy Output Hatch 16 Amps (UHV)
gregtech:machine:4040, Energy Output Hatch 32 Amps (UHV)
gregtech:machine:4041, Energy Output Hatch 64 Amps (UHV)
gregtech:machine:4042, Energy Output Hatch 128 Amps (UHV)
gregtech:machine:4043, Energy Input Hatch 4 Amps (UEV)
gregtech:machine:4044, Energy Input Hatch 16 Amps (UEV)
gregtech:machine:4045, Energy Input Hatch 64 Amps (UEV)
gregtech:machine:4046, Energy Input Hatch 128 Amps (UEV)
gregtech:machine:4047, Energy Output Hatch 16 Amps (UEV)
gregtech:machine:4048, Energy Output Hatch 32 Amps (UEV)
gregtech:machine:4049, Energy Output Hatch 64 Amps (UEV)
gregtech:machine:4050, Energy Output Hatch 128 Amps (UEV)
gregtech:machine:4051, Energy Input Hatch 4 Amps (UIV)
gregtech:machine:4052, Energy Input Hatch 16 Amps (UIV)
gregtech:machine:4053, Energy Input Hatch 64 Amps (UIV)
gregtech:machine:4054, Energy Input Hatch 128 Amps (UIV)
gregtech:machine:4055, Energy Output Hatch 16 Amps (UIV)
gregtech:machine:4056, Energy Output Hatch 32 Amps (UIV)
gregtech:machine:4057, Energy Output Hatch 64 Amps (UIV)
gregtech:machine:4058, Energy Output Hatch 128 Amps (UIV)
gregtech:machine:4059, Energy Input Hatch 4 Amps (UMV)
gregtech:machine:4060, Energy Input Hatch 16 Amps (UMV)
gregtech:machine:4061, Energy Input Hatch 64 Amps (UMV)
gregtech:machine:4062, Energy Input Hatch 128 Amps (UMV)
gregtech:machine:4063, Energy Output Hatch 16 Amps (UMV)
gregtech:machine:4064, Energy Output Hatch 32 Amps (UMV)
gregtech:machine:4065, Energy Output Hatch 64 Amps (UMV)
gregtech:machine:4066, Energy Output Hatch 128 Amps (UMV)
gregtech:machine:4067, Energy Input Hatch 4 Amps (UXV)
gregtech:machine:4068, Energy Input Hatch 16 Amps (UXV)
gregtech:machine:4069, Energy Input Hatch 64 Amps (UXV)
gregtech:machine:4070, Energy Input Hatch 128 Amps (UXV)
gregtech:machine:4071, Energy Output Hatch 16 Amps (UXV)
gregtech:machine:4072, Energy Output Hatch 32 Amps (UXV)
gregtech:machine:4073, Energy Output Hatch 64 Amps (UXV)
gregtech:machine:4074, Energy Output Hatch 128 Amps (UXV)
gregtech:machine:4075, GTEU Energy Converter (UHV)
gregtech:machine:4076, Forge Energy Converter (UHV)
gregtech:machine:4077, GTEU Energy Converter (UHV)
gregtech:machine:4078, Forge Energy Converter (UHV)
gregtech:machine:4079, GTEU Energy Converter (UHV)
gregtech:machine:4080, Forge Energy Converter (UHV)
gregtech:machine:4081, GTEU Energy Converter (UHV)
gregtech:machine:4082, Forge Energy Converter (UHV)
gregtech:machine:4083, GTEU Energy Converter (UEV)
gregtech:machine:4084, Forge Energy Converter (UEV)
gregtech:machine:4085, GTEU Energy Converter (UEV)
gregtech:machine:4086, Forge Energy Converter (UEV)
gregtech:machine:4087, GTEU Energy Converter (UEV)
gregtech:machine:4088, Forge Energy Converter (UEV)
gregtech:machine:4089, GTEU Energy Converter (UEV)
gregtech:machine:4090, Forge Energy Converter (UEV)
gregtech:machine:4091, GTEU Energy Converter (UIV)
gregtech:machine:4092, Forge Energy Converter (UIV)
gregtech:machine:4093, GTEU Energy Converter (UIV)
gregtech:machine:4094, Forge Energy Converter (UIV)
gregtech:machine:4095, GTEU Energy Converter (UIV)
gregtech:machine:4096, Forge Energy Converter (UIV)
gregtech:machine:4097, GTEU Energy Converter (UMV)
gregtech:machine:4098, Forge Energy Converter (UMV)
gregtech:machine:4099, Ultimately High Voltage Transformer 4 Amps
gregtech:machine:4100, Ultimately High Voltage Transformer 8 Amps
gregtech:machine:4101, Ultimately High Voltage Transformer 12 Amps
gregtech:machine:4102, Ultimately High Voltage Transformer 16 Amps
gregtech:machine:4103, Ultimately Extreme Voltage Transformer 4 Amps
gregtech:machine:4104, Ultimately Extreme Voltage Transformer 8 Amps
gregtech:machine:4105, Ultimately Extreme Voltage Transformer 12 Amps
gregtech:machine:4106, Ultimately Extreme Voltage Transformer 16 Amps
gregtech:machine:4107, Ultimately Insane Voltage Transformer 4 Amps
gregtech:machine:4108, Ultimately Insane Voltage Transformer 8 Amps
gregtech:machine:4109, Ultimately Insane Voltage Transformer 12 Amps
gregtech:machine:4110, Ultimately Insane Voltage Transformer 16 Amps
gregtech:machine:4111, Mega Ultimate Voltage Transformer 4 Amps
gregtech:machine:4112, Mega Ultimate Voltage Transformer 8 Amps
gregtech:machine:4113, Mega Ultimate Voltage Transformer 12 Amps
gregtech:machine:4114, Mega Ultimate Voltage Transformer 16 Amps
gregtech:machine:4115, Extended Mega Ultimate Voltage Transformer 4 Amps
gregtech:machine:4116, Extended Mega Ultimate Voltage Transformer 8 Amps
gregtech:machine:4117, Extended Mega Ultimate Voltage Transformer 12 Amps
gregtech:machine:4118, Extended Mega Ultimate Voltage Transformer 16 Amps
gregtech:machine:4127, Filtered Output Hatch (UHV)
gregtech:machine:4128, Filtered Output Hatch (UEV)
gregtech:machine:4129, Filtered Output Hatch (UIV)
gregtech:machine:4130, Filtered Output Hatch (UMV)
gregtech:machine:4131, Filtered Output Hatch (UXV)
gregtech:machine:4137, Large Laser Engraver
gregtech:machine:4138, MAX Voltage Battery Buffer
gregtech:machine:4139, MAX Voltage Battery Buffer
gregtech:machine:4140, MAX Voltage Battery Buffer
gregtech:machine:4141, MAX Voltage Battery Buffer
gregtech:machine:4142, MAX Voltage Battery Charger
gregtech:machine:4145, UHV Voltage Battery Buffer
gregtech:machine:4146, UHV Voltage Battery Buffer
gregtech:machine:4147, UHV Voltage Battery Buffer
gregtech:machine:4148, UHV Voltage Battery Buffer
gregtech:machine:4149, UHV Voltage Battery Charger
gregtech:machine:4150, UEV Voltage Battery Buffer
gregtech:machine:4151, UEV Voltage Battery Buffer
gregtech:machine:4152, UEV Voltage Battery Buffer
gregtech:machine:4153, UEV Voltage Battery Buffer
gregtech:machine:4154, UEV Voltage Battery Charger
gregtech:machine:4155, UIV Voltage Battery Buffer
gregtech:machine:4156, UIV Voltage Battery Buffer
gregtech:machine:4157, UIV Voltage Battery Buffer
gregtech:machine:4158, UIV Voltage Battery Buffer
gregtech:machine:4159, UIV Voltage Battery Charger
gregtech:machine:4160, UMV Voltage Battery Buffer
gregtech:machine:4161, UMV Voltage Battery Buffer
gregtech:machine:4162, UMV Voltage Battery Buffer
gregtech:machine:4163, UMV Voltage Battery Buffer
gregtech:machine:4164, UMV Voltage Battery Charger
gregtech:machine:4165, UXV Voltage Battery Buffer
gregtech:machine:4166, UXV Voltage Battery Buffer
gregtech:machine:4167, UXV Voltage Battery Buffer
gregtech:machine:4168, UXV Voltage Battery Buffer
gregtech:machine:4169, UXV Voltage Battery Charger
gregtech:machine:4170, Bio Reactor
gregtech:machine:4171, Plasma Condenser
gregtech:machine:4173, Large Packaging Machine
gregtech:machine:4173, Large Packaging Machine
gregtech:machine:4174, Cosmic Ray Detector
gregtech:machine:4175, Steam Hatch
gregtech:machine:4176, Input Bus (Steam)
gregtech:machine:4177, Output Bus (Steam)
gregtech:machine:4178, Steam Grinder
gregtech:machine:4179, Ultimately High Voltage Transformer
gregtech:machine:4180, Ultimately Extreme Voltage Transformer
gregtech:machine:4181, Ultimately Insane Voltage Transformer
gregtech:machine:4182, Mega Ultimate Voltage Transformer
gregtech:machine:4183, Extended Mega Ultimate Voltage Transformer
gregtech:machine:4184, Low Voltage Diode
gregtech:machine:4185, Medium Voltage Diode
gregtech:machine:4186, High Voltage Diode
gregtech:machine:4187, Extreme Voltage Diode
gregtech:machine:4188, Insane Voltage Diode
gregtech:machine:4189, Ludicrous Voltage Diode
gregtech:machine:4190, ZPM Voltage Diode
gregtech:machine:4191, Ultimate Voltage Diode
gregtech:machine:4192, Ultimately High Voltage Diode
gregtech:machine:4193, Ultimately Extreme Voltage Diode
gregtech:machine:4194, Ultimately Insane Voltage Diode
gregtech:machine:4195, Mega Ultimate Voltage Diode
